용도,일반명(한글),일반명(영문),CAS No,화학명,구조식,용해도,분자식,비점,분자량,증기압,외관,KowLogP,융점,밀도,코드명,코드설명,계통명
살충,포모티온,Formothion,2540-82-1,"S-[formyl(methyl)carbamoylmethyl] O,O-dimethyl phosphorodithioate  or 2-dimethoxyphosphinothioylthio-N-formyl-N-methylacetamide",,In water 2600 mg/L (24℃),C6H12NO4PS2,,257.3,,,1.48,25.5℃,,1b,유기인계,aliphatic amide organothiophosphate
제초,포사마인,fosamine,59682-52-9,ethyl hydrogen carbamoylphosphonate,,,C3H8NO4P,,153.1,,,,,,미분류,작용기구 불명,organophosphorus
제초,포사민암모늄,fosamine-ammonium,25954-13-6,ammonium ethyl carbamoylphosphonate,,"In water >2.5 kg/L (25℃). In methanol 158, ethanol 12, DMF 1.4,  benzene 0.4, chloroform 0.04, acetone 0.001, hexane <0.001 (all in g/kg, 25℃).",C3H11N2O4P,,170.1,,백색 결정,-2.9 (25℃),173-175℃,1.24,미분류,작용기구 불명,organophosphorus
살충,포살론,Phosalone,2310-17-0,"S-6-chloro-2,3-dihydro-2-oxo-1,3-benzoxazol-3-ylmethyl O,O-diethyl phosphorodithioate",,"In water 1.4 mg/L (20℃). In acetone, dichloromethane, ethyl acetate, toluene, and methanol >1000, n-heptane 26.3, n-octanol 266.8 (all in g/L, 20℃).",C12H15ClNO4PS2,,367.8,,무색 결정,4.01 (20℃),46.9℃ (99.5%),1.338 g/mL (20℃),1b,유기인계,heterocyclic organothiophosphate
살균,포세틸알루미늄,Fosetyl-Aluminium,39148-24-8,aluminium tris(ethyl phosphonate),,,C6H18AlO9P3,,354.1,,무색 분말,,215℃,"1.529 (99.1%), 1.54 (97.6%) (both 20℃)",차7,포스포네이트계(포세틸알루미늄 등),organophosphorus
살균,포스디펜,phosdiphen,36519-00-3,"bis(2,4-dichlorophenyl) ethyl phosphate",,In water 0.7 mg/L (20℃).,C14H11Cl4O4P,,416.0,,,6.000,,,미분류,작용기구 불명,organophosphorus
살충,포스메틸란,fosmethilan,83733-82-8,"S-[N-(2-chlorophenyl)butyramidomethyl] O,O-dimethyl phosphorodithioate or 2′-chloro-N-(dimethoxyphosphinothioylthiomethyl)butyranilide",,,C13H19ClNO3PS2,,367.9,,,,,,1b,유기인계,organothiophosphate
살충,포스멧,Phosmet,732-11-6,"O,O-dimethyl S-phthalimidomethyl phosphorodithioate or N-(dimethoxyphosphinothioylthiomethyl)phthalimide",,"In water 25 mg/L (25℃).   In acetone 650, benzene 600, toluene, methyl isobutyl ketone 300, xylene 250, methanol 50, kerosene 5 (all in g/L, 25℃).",C11H12NO4PS2,,317.3,,무색 결정,2.95,72.0-72.7℃,,1b,유기인계,"isoindole organothiophosphate, phthalimide"
살충,포스티아제이트,Fosthiazate,98886-44-3,"(RS)-[S-(RS)-sec-butyl O-ethyl 2-oxo-1,3-thiazolidin-3-ylphosphonothioate]  or  (3RS)-3-[(RS)-sec-butylthio(ethoxy)phosphinoyl]-1,3-thiazolidin-2-one",,,C9H18NO3PS2,198℃/0.5 mmHg,283.3,198℃/0.5 mmHg,투명한 무색 액체,,&lt25℃,1.234 (20℃),1b,유기인계,organothiophosphate nematicides
살충,포스파미돈,Phosphamidon,13171-21-6,"(EZ)-2-chloro-2-diethylcarbamoyl-1-methylvinyl dimethyl phosphate or (EZ)-2-chloro-3-dimethoxyphosphinoyloxy-N,N-diethylbut-2-enamide",,"In water 1000 g/L (25℃).   Miscible with water, acetone, dichloromethane, toluene and other common organic solvents, with the exception of aliphatic hydrocarbons, e.g. solubility in hexane 32 g/L (25℃).",C10H19ClNO5P,"162℃/1.5 mmHg, 94℃/0.04 mmHg",299.7,"162℃/1.5 mmHg, 94℃/0.04 mmHg",담황색 액체,0.79,-45.0℃,1.21 (25℃),1b,유기인계,organophosphate
살충,포스포카브,phosphocarb,126069-54-3,(RS)-{O-ethyl O-[2-(methylcarbamoyloxy)phenyl] S-propyl phosphorothioate} or (RS)-2-[ethoxy(propylthio)phosphinoyloxy]phenyl methylcarbamate,,,C13H20NO5PS,,333.3,,,,,,미분류,작용기구 불명,organothiophosphate
살충,포스핀,Phosphine,7803-51-2,phosphine,,"In water 26 cm^3/100 mL (17℃). In ethanol 0.5, ether 2, oil of turpentine 3.25 (all in vol. phosphine per vol. solvent, 18℃). In cyclohexanol 285.6 cm^3/100 mL (26℃).",H3P,-87.4℃,34.0,-87.4℃,무색 무취 가연성 기체,,-132.5℃,"1.405 kg/m^3 (1.5 rel. to air at 20℃, 1 atm)",24a,인화물계,fumigant insecticides
생조,포클로르페뉴론,Forchlorfenuron,68157-60-8,1-(2-chloro-4-pyridyl)-3-phenylurea,,"In water 39 mg/L (pH 6.4, 21℃). In methanol 119, ethanol 149, acetone 127, chloroform 2.7 (all in g/L).",C12H10ClN3O,,247.7,,백색~off-white 결정성 분말,3.2,165-170℃,1.3839 (25℃),비대상(생장조정제),생장조정제 비저항성 발생 농약,growth stimulators
살충,폭심,Phoxim,14816-18-3,"O,O-diethyl α-cyanobenzylideneaminooxyphosphonothioate  or  (EZ)-2-(diethoxyphosphinothioyloxyimino)-2-phenylacetonitrile",,"In water 3.4 mg/L (20℃).  In xylene, isopropanol, polyethyleneglycol, n-octanol, ethyl acetate, DMSO, dichloromethane, acetonitrile and acetone &#38;gt250,     n-heptane 136 (all in g/L).",C12H15N2O3PS,Decomposes on distillation,298.3,Decomposes on distillation,황색 액체,,&#38;lt-23℃,1.18 (20℃),1b,유기인계,oxime organothiophosphate
살균,폴리옥소림,polyoxorim,22976-86-9,"5-(2-amino-5-O-carbamoyl-2-deoxy-L-xylonamido)-1-(5-carboxy-1,2,3,4-tetrahydro-2,4-dioxopyrimidin-1-yl)-1,5-dideoxy-β-D-allofuranuronic acid",,,C17H23N5O14,,521.4,,,,,,미분류,작용기구 불명,antibiotic
기타,폴리옥시에틸렌알킬아릴에테르,polyoxyethylene alkyl aryl ether,9016-45-9,,,,,,,,,,,,비대상(전착제),전착제 등 비저항성 발생 농약,
전착,폴리옥시에틸렌알킬에테르,Polyoxyethylene alkyl ether,68131-40-8,"Alcohols, C11-15-secondary, ethoxylated",,Water : 1.1 mg/L(25℃),Cn+2LH2n+4L+2OL+1,"280℃ (1,022 mBar)",혼합물,"280℃ (1,022 mBar)",담황색 투명 유상액체,,< -25℃,1.006g/cm3 (20℃),비대상(전착제),전착제 등 비저항성 발생 농약,
전착,폴리옥시에틸렌프로헵실록세인,Polyoxyethylene prohepsiloxane,67674-67-3,Polyalkyleneoxide Modified heptamethyltrisiloxane,,,Polyalkyleneoxide Modified heptamethyltrisiloxane,,,,,,,,비대상(전착제),전착제 등 비저항성 발생 농약,
살균,폴리옥신디,Polyoxin D,146659-78-1,"5-(2-amino-5-O-carbamoyl-2-deoxy-L-xylonamido)-1-(5-carboxy-1,2,3,4-tetrahydro-2,4-dioxopyrimidin-1-yl)-1,5-dideoxy-b-D-allofuranuronic acid zinc salt",,,C17H23N5O14,,521.4,,,-1.45,,,아4,키틴 합성 저해 (폴리옥신),
살균,폴리옥신비,Polyoxin B,19396-06-6,"5-(2-amino-5-O-carbamoyl-2-deoxy-L-xylonamido)-1,5-dideoxy-1-(1,2,3,4-tetrahydro-5-hydroxymethyl-2,4-dioxopyrimidin-1-yl)-b-D-allofuranuronic acid",,,C17H25N5O13,,507.4,,Off-white 분말,,>188℃ (decomp.),0.536 (23℃),아4,키틴 합성 저해 (폴리옥신),antibiotic
살균,폴리카바메이트,polycarbamate,64440-88-6,dizinc bis(dimethyldithiocarbamate)ethylenebis(dithiocarbamate) (polymeric),,,(C10H18N4S8Zn2)x,,(581.6)x,,,,,,미분류,작용기구 불명,"polymeric dithiocarbamate, zinc"
살균,폴펫,Folpet,133-07-3,N-(trichloromethylthio)phthalimide  or  N-(trichloromethanesulfenyl)phthalimide,,"In water 0.8 mg/L (room temp.).   In carbon tetrachloride 6, toluene 26, methanol 3 (all in g/L, 25℃).",C9H4Cl3NO2S,,296.6,,무색 결정,,178-179℃,1.72 (20℃),카,"보호살균제 무기유황제, 무기구리제, 유기비소제 등",phthalimide
살균,퓨라메트피르,Furametpyr,123572-88-3,"(RS)-5-chloro-N-(1,3-dihydro-1,1,3-trimethylisobenzofuran-4-yl)-1,3-dimethylpyrazole-4-carboxamide",,In water 225 mg/L (25℃). Soluble in most organic solvents.,C17H20ClN3O2,,333.8,,무색 또는 담갈색 결정,2.36 (25℃),150.2℃,,다2,복합체Ⅱ의 숙신산(호박산염) 탈수소효소 저해,"amide, pyrazole"
살충,퓨라티오카브,Furathiocarb,65907-30-4,"butyl 2,3-dihydro-2,2-dimethylbenzofuran-7-yl N,N′-dimethyl-N,N′-thiodicarbamate",,"In water 11 mg/L (25℃). Readily miscible with most common organic solvents, including acetone, methanol, isopropanol, hexane and toluene.",C18H26N2O5S,>250℃,382.5,>250℃,황색 점성 액체,4.6 (25℃),<25℃,1.148 (20℃),1a,카바메이트계,benzofuranyl methylcarbamate
살균,퓨랄락실,furalaxyl,57646-30-7,"methyl N-(2-furoyl)-N-(2,6-xylyl)-DL-alaninate",,In water 230 mg/L (20℃).,C17H19NO4,,301.3,,,2.61,70℃,,가1,RNA 중합효소 Ⅰ 저해,"acylamino acid, furanilide"
살균,퓨로파네이트,furophanate,53878-17-4,methyl 4-[(EZ)-2-furfurylideneaminophenyl]-3-thioallophanate,,,C14H13N3O3S,,303.3,,,,,,미분류,작용기구 불명,"benzimidazole precursor, carbamate"
기타,퓨릴라졸,furilazole,121776-33-8,"(RS)-3-dichloroacetyl-5-(2-furanyl)-2,2-dimethyl-1,3-oxazolidine",,In water 0.0197 g/100 mL (20℃).,C11H13Cl2NO3,,278.1,,담갈색 분말,2.12 (23℃),96.6-97.6℃,,비대상(기타),기타 비저항성 발생 농약,herbicide safeners
살균,퓨메사이클록스,furmecyclox,60568-05-0,"methyl N-cyclohexyl-2,5-dimethyl-3-furohydroxamate or methyl N-cyclohexyl-2,5-dimethylfuran-3-carbohydroxamate",,In water 0.3 mg/L (20℃).,C14H21NO3,,251.3,,,4.380,33℃,,다2,복합체Ⅱ의 숙신산(호박산염) 탈수소효소 저해,furamide
살균,퓨카르바닐,furcarbanil,28562-70-1,"2,5-dimethyl-3-furanilide",,,C13H13NO2,,215.3,,,,,,미분류,작용기구 불명,furanilide
살균,퓨코나졸,furconazole,112839-33-5,"(2RS,5RS,2RS,5SR)-5-(2,4-dichlorophenyl)tetrahydro-5-(1H-1,2,4-triazol-1-ylmethyl)-2-furyl 2,2,2-trifluoroethyl ether",,,C15H14Cl2F3N3O2,,396.2,,,,,,사1,"탈메틸 효소 기능 저해 (피리미딘계, 이미다졸계 등)",conazole
살충,프랄레트린,prallethrin,23031-36-9,"(RS)-2-methyl-4-oxo-3-prop-2-ynylcyclopent-2-enyl (1RS,3RS1RS,3SR)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarboxylate or (RS)-2-methyl-4-oxo-3-prop-2-ynylcyclopent-2-enyl (1RS)-cis-trans-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarboxylate",,"In water 8 mg/L (25℃).  In hexane, methanol, xylene >500 g/kg (20-25℃).",C19H24O3,313.5℃/760 mmHg,300.4,313.5℃/760 mmHg,황색~황갈색 액체,4.49 (25℃),<25℃,1.03 (20℃),3a,합성피레스로이드계,pyrethroid ester
살충,프레코센트리,precocene III,65383-73-5,"7-ethoxy-6-methoxy-2,2-dimethylchromene",,,C14H18O3,,234.3,,,,,,미분류,작용기구 불명,precocenes
제초,프레틸라클로르,Pretilachlor,51218-49-6,"2-chloro-2′,6′-diethyl-N-(2-propoxyethyl)acetanilide",,,C17H26ClNO2,55.0℃/27 mPa (decomp. starts below b.p.),311.9,55.0℃/27 mPa (decomp. starts below b.p.),담황색 투명 액체,4.08,-72.6℃,1.079 (20℃),H15,장쇄 지방산 합성저해,chloroacetanilide
제초,프로글리나진,proglinazine,68228-20-6,"N-(4-chloro-6-isopropylamino-1,3,5-triazin-2-yl)glycine",,,C8H12ClN5O2,,245.7,,,,,,미분류,작용기구 불명,chlorotriazine
제초,프로글리나진에틸,proglinazine-ethyl,68228-18-2,"ethyl N-(4-chloro-6-isopropylamino-1,3,5-triazin-2-yl)glycinate",,In water 750 mg/L (25℃).,C10H16ClN5O2,,273.7,,,2.360,110℃,,미분류,작용기구 불명,chlorotriazine
제초,프로디아민,Prodiamine,29091-21-2,"5-dipropylamino-α,α,α-trifluoro-4,6-dinitro-o-toluidine  or  2,6-dinitro-N1,N1-dipropyl-4-trifluoromethyl-m-phenylenediamine",,,C13H17F3N4O4,,350.3,,황색-주황색 무취 분말,4.1,122.5-124℃,1.41 (25℃),H03,미소관 조합 저해,"dinitroaniline, phenylenediamine"
살충,프로마실,promacyl,34264-24-9,5-methyl-m-cumenyl butyryl(methyl)carbamate or 3-isopropyl-5-methylphenyl butyryl(methyl)carbamate,,,C16H23NO3,,277.4,,,,,,1a,카바메이트계,phenyl methylcarbamate
제초,프로메트린,Prometryn,7287-19-6,"N2,N4-diisopropyl-6-methylthio-1,3,5-triazine-2,4-diamine",,"In water 33 mg/L (pH 6.7, 22℃). In acetone 300, ethanol 140, hexane 6.3, toluene 200, n-octanol 110 (all in g/L, 25℃).",C10H19N5S,,241.4,,백색 분말,"3.1 (25℃, unionisd)",118-120℃,1.15 (20℃),H05,광화학계 Ⅱ 저해 (D1 Serine 264 binders),methylthiotriazine
살균,프로베나졸,Probenazole,27605-76-1,"3-allyloxy-1,2-benzothiazole 1,1-dioxide  or  3-allyloxy-1,2-benz[d]isothiazole 1,1-dioxide",,,C10H9NO3S,,223.3,,무색 결정,,138-139℃,,차2,벤즈이소티아졸계(프로베나졸),benzothiazole
살균,프로사이미돈,Procymidone,32809-16-8,"N-(3,5-dichlorophenyl)-1,2-dimethylcyclopropane-1,2-dicarboximide",,"In water 4.5 mg/L (25℃).  Slightly soluble in alcohols. In acetone 180, xylene 43, chloroform 210, DMF 230, methanol 16 (all in g/L, 25℃).",C13H11Cl2NO2,,284.1,,무색 결정,3.3,166-166.5℃,1.452 (25℃),마3,"삼투압 신호전달 효소 MAP 저해(이프로디온, 프로사이미돈)",dichlorophenyl dicarboximide
제초,프로사이아진,procyazine,32889-48-8,"2-(4-chloro-6-cyclopropylamino-1,3,5-triazin-2-ylamino)-2-methylpropiononitrile",,In water 248 mg/L (25℃).,C10H13ClN6,,252.7,,,1.99,170℃,,미분류,작용기구 불명,chlorotriazine
제초,프로설팔린,prosulfalin,51528-03-1,"N-(4-dipropylamino-3,5-dinitrophenylsulfonyl)-S,S-dimethylsulfimide",,,C14H22N4O6S2,,406.5,,,,,,미분류,작용기구 불명,unclassified
제초,프로설포카브,Prosulfocarb,52888-80-9,S-benzyl dipropyl(thiocarbamate),,"In water 13.2 mg/L (20℃).  Miscible with acetone, chlorobenzene, ethanol, xylene, ethyl acetate and kerosene.",C14H21NOS,129℃/33 Pa,251.4,129℃/33 Pa,무색 액체,4.48 (25℃),<25℃,1.042,H15,장쇄 지방산 합성저해,thiocarbamate
제초,프로설퓨론,prosulfuron,94125-34-5,"1-(4-methoxy-6-methyl-1,3,5-triazin-2-yl)-3-[2-(3,3,3-trifluoropropyl)phenylsulfonyl]urea",,"In distilled water 29 mg/L (pH 4.5, 25℃), in buffered water 87 (pH 5.0), 4000 (pH 6.8), 43000 (pH 7.7) (all in mg/L, 25℃).  In ethanol 8.4, acetone 160, toluene 6.1, n-hexane 0.0064, n-octanol 1.4, ethyl acetate 56, dichloromethane 180    (all in g/L, 25℃).",C15H16F3N5O4S,,419.4,,무색 무취 결정,"1.5(pH5.0), -0.21(pH6.9), -0.76(pH9.0) (25℃)",155℃(decomp.),1.45 g/cm^3 (20℃),B,분지 아미노산 생합성 저해,triazinylsulfonylurea
살균,프로퀴나지드,Proquinazid,189278-12-4,6-iodo-2-propoxy-3-propylquinazolin-4(3H)-one,,"In water 0.93 mg/L (pH 7, 25℃). In acetone, dichloromethane, DMF, ethyl acetate, n-hexane, n-octanol, o-xylene &#38;gt250 (all in glkg, 25℃). In acetonitrile 154, methanol 136 (both in g/L, 25℃).",C14H17IN2O2,,372.2,,백색 결정성 고체,5.5,61.5-62℃,1.57 (20℃),마1,작용기구 불명(아자나프탈렌계),unclassified
살균,프로클로라즈,Prochloraz,67747-09-5,"N-propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]imidazole-1-carboxamide",,,C15H16Cl3N3O2,Decomposes without boliing,376.7,Decomposes without boliing,백색 무취 결정성 분말,,46.3-50.3℃ (&#38;ampgt99% pure),1.42 (20℃),사1,"탈메틸 효소 기능 저해 (피리미딘계, 이미다졸계 등)","amide, conazole"
살균,프로클로라즈망가니즈,Prochloraz-manganese,69192-23-0,"Dichlorotetrakis(N-propyl-N-(2-(2,4,6-trichlorophenoxy)ethyl)-1H-imidazole-1-carboxamide)manganese",,,C60H64Cl14MnN12O8,,1632.5,,옅은 갈색 고체,,,,사1,"탈메틸 효소 기능 저해 (피리미딘계, 이미다졸계 등)","amide, conazole"
살충,프로트리펜뷰트,protrifenbute,119544-94-4,(RS)-5-[4-(4-chlorophenyl)-4-cyclopropylbutyl]-2-fluorophenyl phenyl ether,,,C25H24ClFO,,394.9,,,,,,미분류,작용기구 불명,pyrethroid ether
살균,프로티오코나졸,prothioconazole,178928-70-6,"(RS)-2-[2-(1-chlorocyclopropyl)-3-(2-chlorophenyl)-2-hydroxypropyl]-2,4-dihydro-1,2,4-triazole-3-thione",,"In water 0.005 (pH 4), 0.3 (pH 8), 2.0 (pH 9) (all in g/L, 20℃). In n-heptane <0.1, xylene 8, n-octanol 58, isopropanol 87, acetonitrile 69, DMSO 126, dichloromethane 88,     ethyl acetate, polyethylene glycol and acetone all >250 (all in g/L, 20℃).",C14H15Cl2N3OS,487±50℃ (calc.),344.3,487±50℃ (calc.),흰색~옅은 베이지색 결정성 분말,"4.05(unb.), 4.16 (pH 4), 3.82 (pH 7), 2.00 (pH 9)",139.1-144.5℃,1.36 (20℃),사1,"탈메틸 효소 기능 저해 (피리미딘계, 이미다졸계 등)",conazole
살충,프로티오포스,Prothiofos,34643-46-4,"(RS)-(O-2,4-dichlorophenyl O-ethyl S-propyl phosphorodithioate)",,"In water 0.07 mg/L (20℃).  In dichloromethane, isopropanol, toluene >200 g/L (20℃).",C11H15Cl2O2PS2,125-128℃/13 Pa,345.2,125-128℃/13 Pa,무색 액체,5.67 (20℃),<25℃,1.31 (20℃),1b,유기인계,phenyl organothiophosphate
제초,프로파닐,Propanil,709-98-8,"3′,4′-dichloropropionanilide",,,C9H9Cl2NO,351℃,218.1,351℃,무색 무취 결정,2.29,91.5℃,1.41 g/cm^3 (22℃),H05,광화학계 Ⅱ 저해 (D1 Serine 264 binders),anilide
살균,프로파모카브,Propamocarb,24579-73-5,propyl 3-(dimethylamino)propylcarbamate,,"In water >900 g/L (pH 7.0, 20℃).  In hexane >883, methanol >933, dichloromethane >937, toluene >852, acetone >921, ethyl acetate >856 (all in g/L, 20℃).",C9H20N2O2,,188.3,,,0.84 (20℃),,0.963 (20℃),바4,세포막 투과성 저해 (카바메이트계),carbamate
살균,프로파모카브하이드로클로라이드,Propamocarb hydrochloride,25606-41-1,propyl3-(dimethylamino)propylcarbamatehydrochloride,,,C9H21ClN2O2,,224.7,,무색 방향 흡습성 결정,,64.2℃,"1.085 g/mL (20℃, aqueous concentrate)",바4,세포막 투과성 저해 (카바메이트계),carbamate
살충,프로파자이트,Propargite,2312-35-8,"2-(4-tert-butylphenoxy)cyclohexyl prop-2-ynyl sulfite  or  (1RS,2RS1RS,2SR)-2-(4-tert-butylphenoxy)cyclohexyl prop-2-ynyl sulfite",,,C19H26O4S,Decomp. 210℃,350.5,Decomp. 210℃,황갈색 유성 점성 액체 (tech.),,&#38;amplt25℃,1.12 (20℃),12c,프로파자이트,sulfite ester acaricides
제초,프로파퀴자포프,Propaquizafop,111479-05-1,2-isopropylideneaminooxyethyl (R)-2-[4-(6-chloroquinoxalin-2-yloxy)phenoxy]propionate,,"In water 0.63 g/m^3 (20℃, pH 6.8). In acetone, dichloromethane, ethyl acetate and toluene >500, n-hexane 11, methanol 76, n-octanol 30 (all in g/L, 25℃).",C22H22ClN3O5,Decomp. 260℃,443.9,Decomp. 260℃,Off-white 분말,4.78,66.3℃,1.35 (20℃),H01,아세틸 CoA 카르복실화 효소 저해,aryloxyphenoxypropionic
살충,프로파포스,Propaphos,7292-16-2,4-(methylthio)phenyl dipropyl phosphate,,In water 125 mg/L (25℃),C13H21O4PS,,304.3,,,3.67,<25℃,,1b,유기인계,organophosphate
살충,프로페노포스,Profenofos,41198-08-7,(RS)-(O-4-bromo-2-chlorophenyl O-ethyl S-propyl phosphorothioate),,In water 28 mg/L (25℃).  Readily miscible with most organic solvents.,C11H15BrClO3PS,100℃/1.80 Pa,373.6,100℃/1.80 Pa,담황색 액체,,-76℃,1.455 (20℃),1b,유기인계,phenyl organothiophosphate
살충,프로페탐포스,propetamphos,31218-83-4,(RS)-[(E)-O-2-isopropoxycarbonyl-1-methylvinyl O-methyl ethylphosphoramidothioate],,"In water 110 mg/L (24℃).  Readily miscible with acetone, ethanol, methanol, hexane, diethyl ether, DMSO, chloroform and xylene.",C10H20NO4PS,87-89℃/0.005 mmHg,281.3,87-89℃/0.005 mmHg,황색 유성 액체 (tech.),3.82,<25℃,1.1294 (20℃),1b,유기인계,phosphoramidothioate
살충,프로폭서,Propoxur,114-26-1,2-isopropoxyphenyl methylcarbamate,,"In water 1.75 g/L (20℃).  Soluble in most organic solvents, e.g. isopropanol >200, toluene 94, hexane 1.3 (all in g/L, 20℃).",C11H15NO3,Decomposes on distillation,209.2,Decomposes on distillation,무색 결정,1.56,"90℃ (crystal form i), 87.5℃ (crystal form ii)",1.17 (20℃),1a,카바메이트계,"carbamate, phenyl methylcarbamate"
제초,프로폭시딤,Profoxydim,139001-49-3,(5RS)-2-{(EZ)-1-[(2RS)-2-(4-chlorophenoxy)propoxyimino]butyl}-3-hydroxy-5-[(3RS)-thian-3-yl]cyclohex-2-en-1-one,,"In water 5.31 mg/L (20℃).  In acetone >70, isopropanol 33, ethyl acetate >70 (all in g/100g, 20℃).",C24H32ClNO4S,Decomp. 150-200℃,466.0,Decomp. 150-200℃,무색 무취 고점성 액체,"3.7 (25℃, pH 7)",,1.198 (20℃),A,아세틸 CoA 카르복실화 효소 저해,cyclohexene oxime
제초,프로폭시카바존,propoxycarbazone,145026-81-9,"methyl 2-[(4,5-dihydro-4-methyl-5-oxo-3-propoxy-1H-1,2,4-triazole-1-carboxamido)sulfonyl]benzoate",,,C15H18N4O7S,,398.4,,,,,,B,분지 아미노산 생합성 저해,triazolone
제초,프로폭시카바존소듐,propoxycarbazone-sodium,181274-15-7,"sodium {[2-(methoxycarbonyl)phenyl]sulfonyl}[(4,5-dihydro-4-methyl-5-oxo-3-propoxy-1H-1,2,4-triazol-1-yl)carbonyl]azanide",,"In water 2.9 (pH 4), 42.0 (pH 7), 42.0 (pH 9) (all in g/L, 20℃). In dichloromethane 1.5, n-heptane, xylene and isopropanol <0.1 (all in g/L, 20℃).",C15H17N4NaO7S,,420.4,,무색 무취 결정성 분말,"-0.30 (pH 4), -1.55 (pH 7), -1.59 (pH 9) (20℃)",230-240℃ (decomp.),1.42 (20℃),B,분지 아미노산 생합성 저해,triazolone
제초,프로플루랄린,profluralin,26399-36-0,"N-cyclopropylmethyl-α,α,α-trifluoro-2,6-dinitro-N-propyl-p-toluidine or N-cyclopropylmethyl-2,6-dinitro-N-propyl-4-trifluoromethylaniline",,In water 0.1 mg/L (20℃).,C14H16F3N3O4,,347.3,,,5.58,34℃,,미분류,작용기구 불명,dinitroaniline
제초,프로플루아졸,profluazol,190314-43-3,"1,2′-dichloro-4′-fluoro-5′-[(6S,7aR)-6-fluoro-2,3,5,6,7,7a-hexahydro-1,3-dioxo-1H-pyrrolo[1,2-c]imidazol-2-yl]methanesulfonanilide",,,C13H11Cl2F2N3O4S,,414.2,,,,,,E,엽록소 생합성 저해,sulfonanilide
살충,프로플루트린,profluthrin,223419-20-3,"2,3,5,6-tetrafluoro-4-methylbenzyl (1RS)-cis-trans-2,2-dimethyl-3-[(EZ)-prop-1-enyl]cyclopropanecarboxylate",,,C17H18F4O2,,330.3,,,,,,3a,합성피레스로이드계,pyrethroid ester
살균,프로피네브,Propineb,12071-83-9,polymeric zinc propylenebis(dithiocarbamate),,,(C5H8N2S4Zn)x,,289.8 (monomer),,백색 분말,,Decomposes above 150℃,1.813 g/mL (23℃),카,"보호살균제 무기유황제, 무기구리제, 유기비소제 등","polymeric dithiocarbamate, zinc"
제초,프로피리설퓨론,Propyrisulfuron,570415-88-2,"1-(2-chloro-6-propylimidazo[1,2-b]pyridazin-3-ylsulfonyl)-3-(4,6-dimethoxypyrimidin-2-yl)urea",,"In water 0.98 mg/L (20℃). In hexane &lt0.01 mg/L (20℃). In toluene 0.156, chloroform 28.6, ethyl acetate 1.61, acetone 7.03, methanol 0.434 (all in g/L, 20℃).",C16H18ClN7O5S,218.9℃ (decomp.),455.9,218.9℃ (decomp.),무색 무취 결정성 고체,,&gt193.5℃ (decomp.),1.775 (20℃),H02,분지 아미노산 생합성 저해,pyrimidinylsulfonylurea
제초,프로피소클로르,Propisochlor,86763-47-5,2-chloro-6′-ethyl-N-isopropoxymethylacet-o-toluidide,,In water 184 mg/L (20℃).,C15H22ClNO2,,283.8,,갈색에서 자주색 유상,3.5,21.6℃,,H15,장쇄 지방산 합성저해,chloroacetanilide
제초,프로피자마이드,propyzamide,23950-58-5,"3,5-dichloro-N-(1,1-dimethylprop-2-ynyl)benzamide",,"In water 15 mg/L (25℃).  In methanol, isopropanol 150, cyclohexanone, methyl ethyl ketone 200, DMSO 330 (all in g/L).  Moderately soluble in benzene, xylene and carbon tetrachloride. Slightly soluble in petroleum ether.",C12H11Cl2NO,,256.1,,무색 무취 분말,3.3,155-156℃,,K1,미소관 조합 저해,amide
살균,프로피코나졸,Propiconazole,60207-90-1,"(2RS,4RS2RS,4SR)-1-[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-ylmethyl]-1H-1,2,4-triazole",,,C15H17Cl2N3O2,99.9℃ (0.32 Pa),342.2,99.9℃ (0.32 Pa),황색 무취 점성 액체 (tech.),,-23℃ (glass transition temperature),1.29 (20℃),사1,"탈메틸 효소 기능 저해 (피리미딘계, 이미다졸계 등)",conazole
생조,프로하이드로자스몬,Prohydrojasmon,158474-72-7,"propyl (1RS,2RS)-(3-oxo-2-pentylcyclopentyl)acetate containing 10¡¾2% propyl (1RS,2SR)-(3-oxo-2-pentylcyclopentyl)acetate",,"In water 60.2 mg/L. In hexane, acetone, methanol, acetonitrile, chloroform, DMSO, toluene all >100 g/L (25℃).",C15H26O3,318℃/100.7 kPa,254.4,318℃/100.7 kPa,무취 액체,,,0.974 (20℃),비대상(생장조정제),생장조정제 비저항성 발생 농약,growth inhibitors
생조,프로헥사디온,prohexadione,88805-35-0,"3,5-dioxo-4-propionylcyclohexanecarboxylic acid",,,C10H12O5,,212.2,,,,,,비대상(생장조정제),생장조정제 비저항성 발생 농약,unclassified
생조,프로헥사디온칼슘,Prohexadione-calcium,127277-53-6,calcium 3-oxido-5-oxo-4-propionylcyclohex-3-enecarboxylate,,"In water 174 mg/L (distilled water, 20℃).  In methanol 1.11, acetone 0.038, n-hexane <0.003, toluene 0.004, ethyl acetate <0.010,     isopropanol 0.105, dichloromethane 0.004 (all in mg/L, 20℃).",C10H10CaO5,,250.3,,백색 무취 미세 분말,,&gt360℃,1.435,비대상(생장조정제),생장조정제 비저항성 발생 농약,unclassified
